name,salary_from,salary_to,currency,area_name,published_at
Оператор станка с программный управлением (гибка металла),50000,,RUR,Ростов-на-Дону,2022-12-15T11:17:54+0300
Шлифовщик,,,,Алтайский край,2022-12-15T11:24:00+0300
Фрезеровщик,90000,,RUR,,2022-12-15T11:57:11+0300
Программист 1С,,,,Москва,2022-12-15T11:31:12+0300
Data Engineer junior +,,,,,2022-12-15T11:28:59+0300
Линейный механик,150000,,RUR,,2022-12-15T11:49:50+0300
Разработчик Python (Middle),,,,Москва,2022-12-15T11:48:29+0300
Оператор стеклоформующих машин,80000,,RUR,Алексин,2022-12-15T11:31:45+0300
Инженер по нагрузочному тестированию,,,,Санкт-Петербург,2022-12-15T11:18:36+0300
Инженер по эксплуатации аудио-визуального комплекса,,,,,2022-12-15T11:52:52+0300
Шлифовщик,60000,,RUR,Чебоксары,2022-12-15T11:54:47+0300
Администратор проекта,,80000,RUR,,2022-12-15T11:01:48+0300
Линейный механик,150000,,RUR,,2022-12-15T11:49:50+0300
Аналитик контента,,,,Москва,2022-12-15T11:38:17+0300
Фрезеровщик,,,,Алтайский край,2022-12-15T11:24:00+0300
Главный инженер службы информационного обеспечения,56000,56000,RUR,Красноярск,2022-12-15T11:08:15+0300
QA Automation Engineer (Java),,,,,2022-12-15T11:45:06+0300
Технический писатель,,,,,2022-12-15T11:10:08+0300
Менеджер IT-проектов,,,,Санкт-Петербург,2022-12-15T11:52:39+0300
Дизайнер - оператор,40000,100000,RUR,Тюмень,2022-12-15T11:57:45+0300
Оператор станков с ПУ,78000,,RUR,,2022-12-15T11:07:28+0300
Технический писатель,,,,,2022-12-15T11:10:08+0300
QlikView developer/Analyst/Data analyst,,,,,2022-12-15T11:59:24+0300
Product Owner (B2C),,,,,2022-12-15T11:43:28+0300
Программист 1С (возможен неполный рабочий день),,50000,RUR,,2022-12-15T11:30:22+0300
Ведущий разработчик Python,,,,Уфа,2022-12-15T11:10:04+0300
Оператор станков с ЧПУ (фрезерная группа),60000,,RUR,Чебоксары,2022-12-15T11:53:39+0300
Сетевой инженер,,,,Москва,2022-12-15T11:40:24+0300
Сервисный инженер/Системный Администратор,55000,55000,RUR,,2022-12-15T11:27:31+0300
QA инженер (Automation),,,,,2022-12-15T11:07:26+0300
Техник по обслуживанию пожарной сигнализации,44000,,RUR,,2022-12-15T11:53:11+0300
Выездной инженер по техническому обслуживанию (ресторанное оборудование),80000,100000,RUR,Москва,2022-12-15T11:04:38+0300
Токарь-универсал,90000,,RUR,,2022-12-15T11:57:29+0300
Специалист технической поддержки / IT cпециалист,28000,35000,RUR,Казань,2022-12-15T11:01:48+0300
"Fullstack разработчик (.NET, Angular)",,,,Саратов,2022-12-15T11:31:37+0300
QA Automation (Mobile),,320000,RUR,Москва,2022-12-15T11:16:55+0300
Оператор станков с ЧПУ,,,,Алтайский край,2022-12-15T11:24:00+0300
"Консультант 1С (логистика, доставка)",,150000,RUR,Санкт-Петербург,2022-12-15T11:41:32+0300
Руководитель сервисной службы,70000,,RUR,,2022-12-15T11:01:49+0300
Системный аналитик (направление продуктовой разработки),,,,Москва,2022-12-15T11:07:42+0300
Эксперт по вопросам интеграционных платежных сервисов,,,,,2022-12-15T11:27:03+0300
Аналитик рынка морского фрахта,,,,Москва,2022-12-15T11:02:24+0300
С++ Software Engineer,,,,,2022-12-15T11:36:43+0300
Монтажник слаботочных сетей связи,45000,60000,RUR,,2022-12-15T11:27:08+0300
Техник по ремонту и обслуживанию складской техники,1600,2500,BYR,Минский район,2022-12-15T11:19:17+0300
Senior DevOps Engineer,,,,,2022-12-15T11:05:36+0300
Системотехник,50000,,RUR,Кемерово,2022-12-15T11:56:12+0300
Системный аналитик,,,,Томск,2022-12-15T11:10:03+0300
Ассистент директора по продажам,40000,60000,RUR,,2022-12-15T11:01:49+0300
Ведущий разработчик Python,,,,Санкт-Петербург,2022-12-15T11:10:04+0300
Менеджер ИТ,,,,,2022-12-15T11:34:59+0300
"Фрезеровщик, город Калуга",,94000,RUR,Калуга,2022-12-15T11:45:05+0300
Администратор проекта,,80000,RUR,,2022-12-15T11:01:48+0300
Специалист технической поддержки,35000,40000,RUR,Челябинск,2022-12-15T11:11:07+0300
"C#-разработчик / C# Developer (CAD, CAM)",,,,Томск,2022-12-15T11:47:45+0300
Инженер-программист АСУ ТП,,,,,2022-12-15T11:33:13+0300
Специалист по промо,45000,,RUR,Вологда,2022-12-15T11:42:53+0300
Инженер по IP домофонии,52000,,RUR,Ростов-на-Дону,2022-12-15T11:57:52+0300
"Руководитель строительных проектов (подрядные работы, нулевой цикл строительства)",180000,,RUR,,2022-12-15T11:57:04+0300
Токарь,100000,,RUR,,2022-12-15T11:33:20+0300
Системный аналитик,,,,Пенза,2022-12-15T11:10:04+0300
Senior Oracle (DWH) developer,,,,,2022-12-15T11:18:19+0300
Инженер-механик,53500,87000,RUR,Новосибирск,2022-12-15T11:18:14+0300
English Editor (Proofreader),,,,Санкт-Петербург,2022-12-15T11:17:46+0300
Category Manager,50000,90000,KGS,,2022-12-15T11:36:27+0300
Ведущий разработчик JAVA/Разработчик JAVA IFD,,,,,2022-12-15T11:38:01+0300
Ведущий разработчик С/С++,,,,Москва,2022-12-15T11:10:04+0300
Программист Битрикс ( ОЧНО ),220000,,RUR,Зеленоград,2022-12-15T11:10:56+0300
Сервисный инженер (электронщик),75000,,RUR,село Новосёлки,2022-12-15T11:45:23+0300
Product analyst in Marketing Team,,,,Пермь,2022-12-15T11:27:45+0300
Site Reliability Engineer,,,,Ижевск,2022-12-15T11:10:07+0300
Линейный механик,150000,,RUR,,2022-12-15T11:49:50+0300
Автомеханик,35000,35000,RUR,,2022-12-15T11:41:08+0300
PHP Symphony Developer,,,,Минск,2022-12-15T11:56:06+0300
Руководитель по информационной безопасности,,,,Москва,2022-12-15T11:49:54+0300
Оператор станка лазерной резки с ЧПУ,,,,,2022-12-15T11:15:34+0300
"Дежурный инженер (Химки, 1-3)",,62000,RUR,,2022-12-15T11:40:16+0300
Техник по обслуживанию домофонов,46000,,RUR,,2022-12-15T11:42:48+0300
Электромонтер линейных сооружений телефонной связи и радиофикации,50000,,RUR,Новокузнецк,2022-12-15T11:31:15+0300
Оператор станков с ПУ,78000,,RUR,,2022-12-15T11:07:28+0300
Системный администратор (2+ линия),,,,Москва,2022-12-15T11:14:14+0300
Токарь,100000,,RUR,,2022-12-15T11:49:54+0300
Программист 1С (удаленно),,,,,2022-12-15T11:48:36+0300
Фрезеровщик,70000,,RUR,,2022-12-15T11:44:53+0300
Специалист технической поддержки,,,,Санкт-Петербург,2022-12-15T11:53:08+0300
Архитектор решений/ solution architect,,,,,2022-12-15T11:24:48+0300
Оператор листогибочного станка с ЧПУ,45000,,RUR,Чебоксары,2022-12-15T11:54:28+0300
Техник по ремонту медицинского оборудования,,,,Москва,2022-12-15T11:26:22+0300
DevOps инженер (Облачная платформа),,,,,2022-12-15T11:36:25+0300
С++ Software Engineer,,,,,2022-12-15T11:36:48+0300
Токарь-расточник,126000,,RUR,,2022-12-15T11:02:31+0300
Middle/Senior Flutter разработчик,,,,,2022-12-15T11:57:24+0300
Front-end developer на Smart TV,,,,,2022-12-15T11:41:43+0300
Консультант 1С / Специалист 1С,,,,Астана,2022-12-15T11:35:17+0300
Администратор техподдержки,45000,45000,RUR,Архангельск,2022-12-15T11:51:08+0300
Техник по обслуживанию пожарной сигнализации,42500,,RUR,Ставрополь,2022-12-15T11:35:47+0300
Senior Node.js разработчик,,,,,2022-12-15T11:15:09+0300
Токарь,,85000,RUR,Калуга,2022-12-15T11:29:18+0300
Технический писатель,,,,,2022-12-15T11:02:08+0300
Токарь на производство,45000,,RUR,Ярославль,2022-12-15T11:20:09+0300
